specimen_id,group_id,thickness_mm,hole_diameter_mm,angle_deg,elastic_modulus_mpa,friction_coef,temperature_c,insertion_speed_mm_s,material_family,data_source,design_revision,measured_at,retention_pass,post_retention_force_n
000180,FAM-033,1.63973,8.701,31.6311,2802.73,0.193848,-13.7908,37.8638,PA66,test,R2,2024-05-25T20:00:00+00:00,0,10.6584
000181,FAM-035,2.55438,7.32278,43.9005,2897.16,0.229898,38.0894,22.9766,PA66,test,R1,2024-12-05T17:00:00+00:00,1,23.711
000182,FAM-011,3.33104,6.34457,39.4907,2587.86,0.400769,-14.0252,41.0321,POM,test,R3,2024-01-13T16:00:00+00:00,1,43.2157
000183,FAM-028,2.68719,8.56133,42.8583,3010.56,0.236711,71.7177,47.0014,PA66,test,R2,2024-07-30T11:00:00+00:00,0,16.0594
000184,FAM-010,2.5642,5.23059,21.725,2644.81,0.152175,-28.366,17.7088,POM,test,R3,2024-02-19T08:00:00+00:00,1,38.5347
000185,FAM-037,2.03608,8.2154,42.798,2535.37,0.333681,70.5926,24.357,POM,test,R2,2025-01-10T02:00:00+00:00,0,10.0427
000186,FAM-021,2.46549,8.78814,25.7811,2444.48,0.407203,78.7131,10.4393,POM,cae,R2,2024-05-09T08:00:00+00:00,0,12.6839
000187,FAM-004,3.46324,5.52601,33.541,2517.89,0.15521,56.8185,43.4422,POM,cae,R3,2024-10-28T21:00:00+00:00,1,33.4163
000188,FAM-010,2.53823,5.24035,18.7616,2450.67,0.235875,-29.9649,10.3965,POM,test,R3,2024-02-28T16:00:00+00:00,1,37.284
000189,FAM-005,2.60325,7.49169,37.4304,2686.63,0.238537,-21.3784,46.6236,PA66,test,R3,2024-01-23T13:00:00+00:00,1,23.3696
000190,FAM-019,3.55335,8.3021,35.1341,1385.52,0.326134,17.1438,32.604,PP,test,R1,2024-12-09T20:00:00+00:00,0,16.1907
000191,FAM-014,2.2147,5.58955,24.2413,1373.67,0.304609,51.824,34.7597,PP,cae,R1,2024-11-11T12:00:00+00:00,0,18.3179
000192,FAM-025,3.3697,6.44022,34.2107,1300.61,0.234002,-5.37114,24.0354,PP,cae,R1,2024-05-26T10:00:00+00:00,1,27.7898
000193,FAM-012,3.21545,6.71879,21.1753,2547.8,0.308189,54.257,9.46718,POM,test,R2,2024-02-09T21:00:00+00:00,1,24.5855
000194,FAM-036,1.89595,7.59203,39.098,1347.61,0.268464,28.6077,45.1476,PP,test,R1,2024-09-19T08:00:00+00:00,0,10.5513
000195,FAM-026,1.69524,7.04988,20.45,2539.14,0.35929,46.5994,26.0807,POM,test,R2,2024-02-17T20:00:00+00:00,0,8.42534
000196,FAM-007,3.06595,7.1454,31.132,2984.82,0.174196,64.875,40.2337,PA66,test,R2,2024-05-15T20:00:00+00:00,1,23.524
000197,FAM-033,1.42038,9.01049,32.0536,2771.32,0.447995,56.4619,9.54413,PA66,test,R2,2024-05-25T02:00:00+00:00,0,5.85605
000198,FAM-003,1.52661,7.10973,36.4904,1508.33,0.209697,56.4378,13.5076,PP,test,R2,2024-11-19T20:00:00+00:00,0,6.89534
000199,FAM-040,2.46474,6.71637,44.0836,2785.85,0.384442,-3.84137,12.1504,PA66,test,R2,2024-05-19T11:00:00+00:00,1,31.1557
000200,FAM-017,2.40528,6.98138,37.0881,3012.79,0.320359,42.6762,12.6466,PA66,cae,R1,2024-04-23T15:00:00+00:00,1,22.33
000201,FAM-007,3.02951,7.04622,31.3461,3009.82,0.416545,74.3221,39.9716,PA66,test,R2,2024-05-21T03:00:00+00:00,1,31.7314
000202,FAM-024,3.3574,5.18147,18.8442,2365.12,0.328543,-21.8718,7.34101,POM,test,R2,2024-12-09T18:00:00+00:00,1,44.8074
000203,FAM-012,3.25241,7.1102,20.1648,2412.75,0.15428,-21.2433,15.6533,POM,test,R2,2024-02-08T00:00:00+00:00,1,23.9822
000204,FAM-029,1.83074,8.39756,43.5712,2352.02,0.401857,45.6194,11.6749,POM,test,R2,2024-04-22T13:00:00+00:00,0,7.98353
000205,FAM-039,1.83619,7.52884,26.8557,1381.95,0.222849,61.0169,31.0976,PP,cae,R1,2024-01-22T07:00:00+00:00,0,5.86872
000206,FAM-026,1.50777,7.43182,21.9148,2503.34,0.185258,-10.3286,7.62891,POM,test,R2,2024-02-12T07:00:00+00:00,0,8.38231
000207,FAM-038,2.49134,7.95523,36.9083,2521.13,0.437888,78.0833,39.9283,PA66,test,R2,2024-01-21T22:00:00+00:00,0,14.812
000208,FAM-015,2.39901,5.1057,21.2276,2791.41,0.173111,78.1787,40.4983,PA66,test,R3,2024-05-25T15:00:00+00:00,1,26.6339
000209,FAM-011,3.40149,6.39789,41.2014,2832.32,0.25593,-15.9271,32.3941,POM,test,R3,2024-01-12T15:00:00+00:00,1,44.3465
000210,FAM-027,1.70086,7.1436,19.0389,2585.09,0.251035,0.301512,12.5738,POM,cae,R2,2024-06-09T09:00:00+00:00,0,11.1985
000211,FAM-014,1.9825,5.52123,25.5597,1338.87,0.232822,-1.48519,12.0407,PP,test,R1,2024-11-20T22:00:00+00:00,0,15.2183
000212,FAM-016,1.52036,8.55158,46.1772,2741.88,0.192462,19.4419,11.4339,POM,test,R1,2024-06-08T23:00:00+00:00,0,11.9946
000213,FAM-021,2.55116,8.89651,25.1551,2524.94,0.309916,9.74198,10.3615,POM,test,R2,2024-04-21T03:00:00+00:00,0,15.907
000214,FAM-037,2.24165,8.56774,42.0939,2517.66,0.341506,58.5004,37.8551,POM,cae,R2,2025-01-04T01:00:00+00:00,0,11.4673
000215,FAM-010,2.55201,5.49148,20.5019,2562.99,0.424719,41.4188,41.8325,POM,test,R3,2024-02-18T07:00:00+00:00,1,31.2953
000216,FAM-033,1.53911,8.52218,28.6784,3065.01,0.447033,-17.5837,25.499,PA66,test,R2,2024-05-21T11:00:00+00:00,0,10.3918
000217,FAM-006,2.04279,5.44573,30.2093,1317.72,0.183786,59.8397,5.39026,PP,test,R3,2024-07-03T15:00:00+00:00,0,14.2017
000218,FAM-037,1.95486,8.20165,37.9589,2426.29,0.24245,-2.40306,15.8974,POM,test,R2,2025-01-10T03:00:00+00:00,0,13.9919
000219,FAM-005,2.62604,7.5807,41.7148,3051.75,0.230507,27.3332,48.1532,PA66,cae,R3,2024-01-16T11:00:00+00:00,0,23.0527
000220,FAM-035,2.82619,7.60337,45.1312,2636.41,0.32192,53.3538,12.6508,PA66,test,R1,2024-11-28T00:00:00+00:00,0,21.8808
000221,FAM-040,2.2036,6.18537,41.9496,2523.49,0.322277,54.8756,29.7934,PA66,test,R2,2024-05-15T12:00:00+00:00,0,18.4491
000222,FAM-015,2.45136,5.53752,22.0595,2847.64,0.28961,2.77831,30.6913,PA66,test,R3,2024-05-08T17:00:00+00:00,1,32.9769
000223,FAM-017,2.0246,6.90452,34.4525,2726.37,0.387762,-8.99775,44.8582,PA66,test,R1,2024-05-06T05:00:00+00:00,0,19.9619
000224,FAM-030,2.20456,6.95054,26.9661,2858.24,0.255182,37.6149,16.8806,PA66,test,R1,2024-04-19T12:00:00+00:00,0,19.5026
000225,FAM-023,2.45667,5.8759,41.863,3078.75,0.193547,-18.1438,47.2569,PA66,cae,R1,2024-05-01T21:00:00+00:00,1,33.1472
000226,FAM-028,3.28886,8.18252,37.0824,2576.59,0.37978,21.0016,35.7946,PA66,test,R2,2024-07-25T09:00:00+00:00,0,27.2644
000227,FAM-037,2.41169,8.24584,38.1096,2651.85,0.310981,-16.2152,38.8464,POM,test,R2,2025-01-09T09:00:00+00:00,0,19.0035
000228,FAM-027,1.63107,7.07607,19.6957,2611.63,0.304178,-25.4556,10.7955,POM,test,R2,2024-06-02T03:00:00+00:00,0,14.1461
000229,FAM-012,3.13238,6.5097,23.4393,2525.03,0.239873,27.354,42.8482,POM,test,R2,2024-02-13T18:00:00+00:00,1,27.0396
000230,FAM-013,1.81699,7.29374,34.1518,2558.25,0.370901,45.0711,5.7501,PA66,cae,R3,2024-04-04T14:00:00+00:00,0,10.4886
000231,FAM-032,2.63885,7.15341,22.1288,2777.2,0.392489,68.9282,40.0147,PA66,test,R3,2024-04-28T01:00:00+00:00,0,20.992
000232,FAM-014,2.09116,5.64235,25.371,1282.31,0.197233,29.4309,27.3821,PP,test,R1,2024-11-21T07:00:00+00:00,0,16.3237
000233,FAM-025,3.58619,6.57556,40.1046,1276.7,0.152795,-29.9618,25.8787,PP,cae,R1,2024-05-29T11:00:00+00:00,1,23.2944
000234,FAM-038,2.5793,7.62124,39.1706,2704.95,0.221283,77.7057,33.5705,PA66,test,R2,2024-01-25T19:00:00+00:00,0,12.4974
000235,FAM-003,1.39651,7.26027,37.9703,1485.31,0.426093,65.6381,6.58899,PP,test,R2,2024-11-18T19:00:00+00:00,0,8.61663
000236,FAM-014,2.22301,5.50892,26.5061,1493.89,0.170285,53.0515,20.0307,PP,test,R1,2024-11-09T22:00:00+00:00,0,16.3939
000237,FAM-016,1.74794,8.43772,45.388,2476.18,0.278102,20.4031,20.807,POM,cae,R1,2024-06-18T21:00:00+00:00,0,12.8996
000238,FAM-006,1.90738,5.45882,26.9437,1531.35,0.41508,-5.4558,6.40144,PP,test,R3,2024-07-05T15:00:00+00:00,0,19.339
000239,FAM-004,3.09464,5.3123,36.2812,2497.45,0.165265,-20.7658,30.2336,POM,test,R3,2024-11-11T01:00:00+00:00,1,40.8909
000240,FAM-015,2.31534,4.99824,23.2182,2969.32,0.401456,58.9012,11.949,PA66,cae,R3,2024-05-10T04:00:00+00:00,1,34.1293
000241,FAM-034,2.34793,8.68797,31.9396,2932.78,0.367266,0.250048,6.50453,PA66,test,R2,2024-01-21T18:00:00+00:00,0,17.9901
000242,FAM-012,3.41944,6.88518,21.4903,2668.91,0.316172,47.0845,18.5426,POM,test,R2,2024-02-02T02:00:00+00:00,1,27.8537
000243,FAM-029,1.89282,8.23792,40.7899,2573.99,0.229519,69.0027,25.7508,POM,test,R2,2024-04-10T13:00:00+00:00,0,11.1111
000244,FAM-009,2.43768,6.1101,36.9157,1417.92,0.374643,26.6776,12.2383,PP,test,R3,2024-12-01T04:00:00+00:00,1,21.3448
000245,FAM-035,2.56881,7.84438,41.4456,2609.21,0.382541,-8.77713,41.8069,PA66,test,R1,2024-11-28T10:00:00+00:00,0,21.2214
000246,FAM-028,3.03415,8.80182,36.5954,2575.75,0.364719,59.2512,34.6237,PA66,test,R2,2024-07-15T10:00:00+00:00,1,20.367
000247,FAM-024,3.54321,5.24086,21.238,2493.84,0.310423,3.12999,12.4359,POM,test,R2,2024-12-02T01:00:00+00:00,1,51.9438
000248,FAM-002,1.68618,5.50138,29.8242,2781.51,0.237451,74.1924,13.5689,POM,test,R2,2024-03-05T01:00:00+00:00,0,15.254
000249,FAM-032,2.63854,7.08268,23.9191,3028.29,0.192413,-5.60814,32.79,PA66,test,R3,2024-04-26T18:00:00+00:00,1,23.6687
000250,FAM-035,2.6676,7.48119,40.6694,2729.98,0.198706,23.6826,17.3711,PA66,cae,R1,2024-12-06T14:00:00+00:00,0,19.5179
000251,FAM-017,2.29425,6.64619,30.8903,2977.86,0.424944,-6.55602,37.7537,PA66,test,R1,2024-05-02T13:00:00+00:00,1,25.7149
000252,FAM-001,2.75373,6.70026,25.4725,2614.03,0.187761,36.494,37.7316,POM,test,R2,2024-09-19T22:00:00+00:00,1,23.1788
000253,FAM-032,2.45335,6.94128,22.5446,2604.22,0.249559,52.7607,10.6092,PA66,test,R3,2024-04-29T19:00:00+00:00,0,13.3931
000254,FAM-004,3.13059,5.3915,34.4742,2492.5,0.27269,42.9434,29.8805,POM,test,R3,2024-11-02T03:00:00+00:00,1,34.8666
000255,FAM-001,3.09353,6.74169,26.2691,2573.37,0.187532,14.1462,44.9433,POM,test,R2,2024-09-16T00:00:00+00:00,1,30.9348
000256,FAM-016,1.39302,8.55446,45.1581,2437.48,0.189894,40.9904,42.1246,POM,cae,R1,2024-06-14T21:00:00+00:00,0,6.93866
000257,FAM-025,3.68387,6.40036,38.7487,1436.37,0.406745,58.8147,10.9592,PP,test,R1,2024-05-26T04:00:00+00:00,1,27.5279
000258,FAM-025,3.33508,6.62845,35.475,1532.74,0.412015,-5.83875,34.0798,PP,test,R1,2024-05-23T09:00:00+00:00,1,29.4853
000259,FAM-031,2.10945,5.16618,23.5278,1411.83,0.400778,63.4596,14.7697,PP,test,R1,2024-05-04T00:00:00+00:00,0,16.6644
000260,FAM-040,2.44027,6.53886,42.5662,2837.54,0.331162,-3.48121,7.13443,PA66,test,R2,2024-05-14T22:00:00+00:00,1,26.5822
000261,FAM-024,3.33366,5.25353,21.7152,2439.9,0.244745,73.5075,19.5749,POM,test,R2,2024-12-03T15:00:00+00:00,1,35.9487
000262,FAM-017,2.02683,6.63357,35.9753,3001.73,0.343621,49.8855,17.1095,PA66,test,R1,2024-05-05T18:00:00+00:00,0,20.9972
000263,FAM-007,3.06987,7.12233,31.6535,2658.35,0.424162,-24.2597,12.0347,PA66,test,R2,2024-05-16T09:00:00+00:00,1,31.2077
000264,FAM-013,1.90571,7.22018,37.7458,2904.96,0.394287,23.9048,34.1946,PA66,test,R3,2024-03-23T10:00:00+00:00,0,16.5735
000265,FAM-026,1.73509,7.47603,21.9964,2392.41,0.210627,37.1959,33.5523,POM,cae,R2,2024-02-19T17:00:00+00:00,0,6.04241
000266,FAM-011,3.32655,6.69376,42.4637,2795.87,0.230765,78.4919,5.9937,POM,test,R3,2024-01-12T12:00:00+00:00,1,28.721
000267,FAM-001,2.88245,6.40253,24.1695,2563.16,0.207588,-4.12462,42.5691,POM,test,R2,2024-09-20T13:00:00+00:00,1,28.357
000268,FAM-011,3.32672,6.2073,44.9295,2401.78,0.239778,-27.9867,33.9745,POM,cae,R3,2024-01-22T10:00:00+00:00,1,42.2646
000269,FAM-020,2.55638,8.18156,36.8066,1347.9,0.165451,69.9832,24.6795,PP,test,R1,2024-02-25T21:00:00+00:00,0,7.31709
000270,FAM-006,1.93249,5.55089,30.0916,1506.79,0.269062,-15.6582,13.4185,PP,test,R3,2024-06-29T06:00:00+00:00,0,13.9147
000271,FAM-027,1.88861,7.35274,26.5635,2794.87,0.359553,23.0196,18.0472,POM,test,R2,2024-06-07T06:00:00+00:00,0,15.132
000272,FAM-006,2.04152,5.50368,29.3184,1488.58,0.153147,-10.1466,34.3734,PP,cae,R3,2024-07-06T11:00:00+00:00,0,17.5636
000273,FAM-016,1.33929,8.20362,45.9462,2727.62,0.353405,54.6201,42.9153,POM,cae,R1,2024-06-14T22:00:00+00:00,0,8.86005
000274,FAM-019,2.96372,8.24309,36.2428,1331.88,0.320256,64.348,31.0221,PP,test,R1,2024-12-09T21:00:00+00:00,0,11.569
000275,FAM-002,1.41444,5.32381,31.5753,2531.73,0.270305,37.1502,36.1835,POM,test,R2,2024-02-28T14:00:00+00:00,0,14.7005
000276,FAM-011,3.28848,6.09574,44.057,2811.87,0.302566,-0.878189,14.5188,POM,test,R3,2024-01-21T07:00:00+00:00,1,47.4492
000277,FAM-038,2.66983,7.7238,39.8566,3007.86,0.230906,-5.76953,17.0447,PA66,test,R2,2024-02-03T04:00:00+00:00,1,24.1651
000278,FAM-013,2.08455,7.29351,32.4478,2742.93,0.211874,53.1422,14.7771,PA66,cae,R3,2024-03-27T10:00:00+00:00,0,11.7418
000279,FAM-013,2.22455,7.24036,35.7168,2883.26,0.354958,-6.65801,9.5735,PA66,cae,R3,2024-03-23T18:00:00+00:00,0,21.0193
000280,FAM-030,2.06795,7.02205,30.3684,2721.48,0.377434,78.1942,25.9326,PA66,cae,R1,2024-04-24T01:00:00+00:00,0,16.2649
000281,FAM-017,2.07821,7.20233,36.3165,2530.13,0.325984,59.1567,48.5627,PA66,test,R1,2024-04-26T21:00:00+00:00,0,13.8626
000282,FAM-019,3.11227,7.94592,33.5787,1516.99,0.283836,13.1762,6.07815,PP,test,R1,2024-12-04T02:00:00+00:00,0,16.6203
000283,FAM-029,1.52261,8.0735,43.7016,2386.02,0.312254,32.1453,17.2222,POM,cae,R2,2024-04-22T22:00:00+00:00,0,11.5521
000284,FAM-031,2.28305,5.54198,24.9831,1418.76,0.212332,-22.1045,16.9185,PP,test,R1,2024-05-22T07:00:00+00:00,0,19.3802
000285,FAM-026,1.40653,7.11121,22.6388,2601.13,0.443087,41.3942,36.1143,POM,test,R2,2024-02-25T03:00:00+00:00,0,6.52564
000286,FAM-030,1.99923,6.83074,31.8916,2581.74,0.191379,47.1117,42.448,PA66,test,R1,2024-04-29T07:00:00+00:00,0,15.9883
000287,FAM-015,2.39027,5.11705,21.3309,2550.76,0.331471,37.9489,15.7415,PA66,test,R3,2024-05-23T03:00:00+00:00,1,32.3101
000288,FAM-033,1.75775,8.5514,25.4896,2547.32,0.441105,40.11,37.8694,PA66,test,R2,2024-05-08T17:00:00+00:00,0,9.3924
000289,FAM-018,3.52611,7.28816,27.1411,2558.53,0.284321,-28.2319,9.3184,POM,test,R1,2024-10-19T23:00:00+00:00,1,32.2216
000290,FAM-011,3.48922,6.60754,41.4218,2549.31,0.277719,21.0563,23.2803,POM,test,R3,2024-01-21T19:00:00+00:00,1,35.9131
000291,FAM-037,2.41295,8.43606,44.0256,2637.79,0.394013,-14.2416,42.2875,POM,test,R2,2025-01-09T20:00:00+00:00,1,20.6582
000292,FAM-018,3.31544,7.01314,26.4692,2434.77,0.195934,9.61164,20.7149,POM,test,R1,2024-10-17T14:00:00+00:00,1,29.7853
000293,FAM-036,1.48785,7.51472,39.1658,1393.03,0.211069,-6.07756,43.3328,PP,test,R1,2024-09-16T07:00:00+00:00,0,8.71389
000294,FAM-014,2.14116,5.95341,28.2968,1459.41,0.403294,12.3665,44.0977,PP,test,R1,2024-11-09T03:00:00+00:00,0,18.2181
000295,FAM-031,2.04874,5.47099,23.8939,1351.11,0.190078,24.1472,24.1694,PP,cae,R1,2024-05-10T01:00:00+00:00,0,15.5136
000296,FAM-040,2.43165,6.34017,43.8346,2724.2,0.351203,-16.6987,45.7072,PA66,test,R2,2024-05-17T08:00:00+00:00,1,29.0401
000297,FAM-017,2.40638,6.92011,36.9909,2969.67,0.347218,50.4273,17.0507,PA66,cae,R1,2024-04-21T14:00:00+00:00,1,23.7062
000298,FAM-027,1.89988,7.37006,20.4569,2437.16,0.433812,40.6183,13.328,POM,test,R2,2024-05-29T10:00:00+00:00,0,11.8153
000299,FAM-017,2.17086,7.1888,33.9281,2888.01,0.297113,73.4667,11.1687,PA66,test,R1,2024-04-23T23:00:00+00:00,0,15.597
000300,FAM-037,2.1017,8.40518,40.583,2389.59,0.214638,47.7398,6.66438,POM,test,R2,2024-12-27T10:00:00+00:00,0,11.2463
000301,FAM-011,3.57955,6.44915,39.1227,2476.84,0.318168,-14.3662,37.4175,POM,test,R3,2024-01-16T17:00:00+00:00,1,45.0361
000302,FAM-026,1.73112,7.68918,22.3138,2773,0.371039,-25.9053,17.2269,POM,cae,R2,2024-02-29T11:00:00+00:00,0,12.0227
000303,FAM-007,3.12915,6.83976,30.9467,2898.63,0.3623,-12.5684,39.1142,PA66,test,R2,2024-05-13T10:00:00+00:00,1,35.8861
000304,FAM-028,3.06581,8.4911,41.2125,2623.69,0.372598,8.43297,27.0479,PA66,test,R2,2024-08-01T19:00:00+00:00,1,27.6275
000305,FAM-017,1.98731,6.77217,36.2499,2738.6,0.372723,39.2308,23.835,PA66,test,R1,2024-04-23T00:00:00+00:00,0,18.6249
000306,FAM-028,3.0686,8.49571,41.6029,3063.25,0.383154,45.4602,45.2419,PA66,test,R2,2024-08-02T03:00:00+00:00,0,25.552
000307,FAM-015,2.54024,4.97873,25.4342,3032.23,0.323584,76.0005,42.4094,PA66,cae,R3,2024-05-12T14:00:00+00:00,1,38.4239
000308,FAM-029,1.65363,8.22224,44.4035,2735.41,0.357295,-11.5359,43.1936,POM,test,R2,2024-04-17T13:00:00+00:00,0,13.9061
000309,FAM-034,2.50286,8.70635,36.7228,3003.26,0.259602,-14.4275,16.8482,PA66,test,R2,2024-01-27T10:00:00+00:00,1,23.8409
000310,FAM-034,2.7099,8.42613,31.5408,2547.83,0.209146,-27.2819,9.52208,PA66,test,R2,2024-01-26T07:00:00+00:00,0,19.519
000311,FAM-005,2.78323,7.58876,41.8678,2853.14,0.302626,6.3951,28.1699,PA66,test,R3,2024-01-22T12:00:00+00:00,1,26.6456
000312,FAM-033,1.7003,8.48283,28.506,2583.66,0.237104,32.0876,8.46906,PA66,cae,R2,2024-05-10T21:00:00+00:00,0,9.78291
000313,FAM-032,2.63539,6.87815,21.189,2584.97,0.373712,-16.7636,7.35667,PA66,cae,R3,2024-05-06T03:00:00+00:00,1,23.8901
000314,FAM-018,3.52409,6.8489,21.1414,2550.19,0.181837,61.3786,46.2445,POM,test,R1,2024-10-15T02:00:00+00:00,1,28.1963
000315,FAM-002,2.05909,5.06951,31.2408,2522.32,0.24219,64.3735,49.353,POM,test,R2,2024-02-27T22:00:00+00:00,0,20.0287
000316,FAM-038,2.40758,8.1309,38.2576,2574.67,0.304134,79.6824,7.71826,PA66,test,R2,2024-01-27T16:00:00+00:00,0,13.3117
000317,FAM-030,2.08947,6.74146,28.9625,2584.86,0.219819,41.679,7.20717,PA66,test,R1,2024-04-16T22:00:00+00:00,0,18.3008
000318,FAM-027,1.79394,7.28494,17.1884,2711.35,0.422765,20.0823,32.8679,POM,test,R2,2024-06-02T19:00:00+00:00,0,14.9013
000319,FAM-032,2.46058,7.13804,23.312,3014.32,0.197248,3.98387,13.8686,PA66,cae,R3,2024-05-05T21:00:00+00:00,0,20.8379
000320,FAM-031,1.98513,5.57396,25.4809,1403.48,0.248136,43.185,43.9596,PP,test,R1,2024-05-06T19:00:00+00:00,0,11.7935
000321,FAM-029,1.61258,8.59195,41.1792,2463.19,0.428017,-8.54455,29.1379,POM,test,R2,2024-04-10T21:00:00+00:00,0,11.7305
000322,FAM-012,3.29206,7.17299,20.5534,2614.19,0.291563,-11.8887,15.5289,POM,cae,R2,2024-02-16T10:00:00+00:00,1,25.2233
000323,FAM-020,2.2704,8.00785,35.6184,1496.79,0.198352,2.30088,24.5378,PP,cae,R1,2024-02-17T05:00:00+00:00,0,9.16675
000324,FAM-022,3.29106,6.22595,45.1372,1524.59,0.217105,31.0825,41.5314,PP,cae,R2,2024-03-30T06:00:00+00:00,1,23.185
000325,FAM-033,1.43179,8.88819,28.6416,2554.13,0.363156,-16.377,40.7679,PA66,test,R2,2024-05-09T18:00:00+00:00,0,8.62763
000326,FAM-021,2.41135,8.31379,25.0447,2547.56,0.298641,-8.10355,27.3191,POM,test,R2,2024-04-25T17:00:00+00:00,0,16.3939
000327,FAM-014,2.12771,5.27162,23.5581,1290.85,0.277183,66.8642,44.3484,PP,test,R1,2024-11-10T15:00:00+00:00,0,17.1772
000328,FAM-015,2.414,5.07825,27.1326,2759.31,0.41938,8.64389,36.613,PA66,test,R3,2024-05-26T17:00:00+00:00,1,42.0051
000329,FAM-032,2.61779,6.86623,22.1342,2810.8,0.408184,20.2092,8.08695,PA66,test,R3,2024-04-21T19:00:00+00:00,1,28.6195
000330,FAM-019,3.25981,8.10916,38.5253,1485.66,0.323044,19.7199,43.8419,PP,test,R1,2024-12-13T20:00:00+00:00,0,17.4321
000331,FAM-033,1.55686,8.54734,30.5525,2609.93,0.385099,-20.9595,43.2209,PA66,test,R2,2024-05-16T01:00:00+00:00,0,8.00139
000332,FAM-008,2.01588,8.35053,35.3181,1402.46,0.157821,23.7693,32.5193,PP,test,R2,2024-10-06T16:00:00+00:00,0,7.05366
000333,FAM-005,2.56068,7.37464,40.961,2786.49,0.321351,49.2623,36.9723,PA66,cae,R3,2024-01-16T21:00:00+00:00,0,21.296
000334,FAM-030,2.20648,6.79665,29.7947,2969.42,0.285136,22.1963,36.6955,PA66,test,R1,2024-04-28T15:00:00+00:00,0,22.964
000335,FAM-025,3.44528,7.18681,35.0666,1534.75,0.222801,-9.27046,18.0169,PP,cae,R1,2024-05-18T17:00:00+00:00,1,24.0805
000336,FAM-032,2.35195,6.5411,21.8646,2674.4,0.213107,35.2627,7.07556,PA66,test,R3,2024-04-25T00:00:00+00:00,0,18.7264
000337,FAM-023,2.68996,6.04045,43.8385,2676.82,0.367111,69.1911,42.6153,PA66,cae,R1,2024-05-17T18:00:00+00:00,1,30.4873
000338,FAM-039,2.44512,7.43416,30.329,1345.02,0.27783,-12.4602,17.4841,PP,test,R1,2024-01-12T17:00:00+00:00,0,12.8726
000339,FAM-032,2.36715,6.85591,22.7869,2715.63,0.151749,-24.6171,42.8106,PA66,test,R3,2024-05-02T10:00:00+00:00,1,20.5453
000340,FAM-001,2.81435,6.61022,27.2182,2519.45,0.196301,47.4966,21.3506,POM,test,R2,2024-09-13T18:00:00+00:00,1,24.0146
000341,FAM-036,1.46979,7.83233,39.2843,1334.69,0.419966,67.9055,48.4765,PP,test,R1,2024-09-05T13:00:00+00:00,0,7.66471
000342,FAM-027,1.97097,7.1869,23.7027,2498.32,0.380908,45.2221,10.7637,POM,test,R2,2024-06-07T18:00:00+00:00,0,14.0951
000343,FAM-040,2.6161,6.58003,41.1771,2955.13,0.222855,68.1008,36.3065,PA66,test,R2,2024-05-14T12:00:00+00:00,1,21.1537
000344,FAM-035,2.77237,7.64595,47.9498,2728.54,0.165504,35.0895,6.98394,PA66,test,R1,2024-11-29T08:00:00+00:00,1,22.1372
000345,FAM-028,3.24511,8.33938,40.1564,2598.12,0.323784,79.4045,5.93805,PA66,cae,R2,2024-07-20T13:00:00+00:00,1,20.828
000346,FAM-024,3.35881,5.27076,22.341,2410.8,0.299448,47.169,9.91001,POM,test,R2,2024-11-29T22:00:00+00:00,1,38.0289
000347,FAM-013,1.95304,7.57895,35.5776,2611.77,0.260659,72.5795,6.3593,PA66,cae,R3,2024-04-03T23:00:00+00:00,0,10.6401
000348,FAM-021,2.26692,8.48719,28.6152,2763.74,0.233889,45.3562,23.8103,POM,test,R2,2024-04-22T05:00:00+00:00,0,10.8121
000349,FAM-010,2.39309,5.534,20.1095,2434.26,0.187078,-25.0678,10.4521,POM,test,R3,2024-02-20T04:00:00+00:00,1,31.4278
000350,FAM-001,2.93889,6.84443,26.4907,2711.62,0.348189,31.9288,10.8833,POM,cae,R2,2024-09-25T16:00:00+00:00,1,28.2721
000351,FAM-038,2.57502,7.80823,36.6675,2793.69,0.20641,69.1442,44.2017,PA66,cae,R2,2024-01-28T20:00:00+00:00,0,18.6095
000352,FAM-021,2.43558,8.40047,23.1029,2392.59,0.394059,-8.76318,33.9573,POM,test,R2,2024-05-08T20:00:00+00:00,0,15.7458
000353,FAM-013,2.31028,7.44578,34.0008,2867.49,0.197171,1.08034,17.218,PA66,test,R3,2024-03-23T18:00:00+00:00,0,15.6727
000354,FAM-039,1.9149,7.60602,27.485,1398.86,0.331373,15.1626,35.5698,PP,test,R1,2024-01-19T12:00:00+00:00,0,9.49305
000355,FAM-035,2.4856,7.93605,40.1928,2884.14,0.16794,75.4944,49.6495,PA66,test,R1,2024-12-09T01:00:00+00:00,0,15.1849
000356,FAM-002,1.72795,5.37608,29.4252,2568.24,0.425706,76.5251,5.40465,POM,test,R2,2024-03-03T10:00:00+00:00,0,19.7332
000357,FAM-040,2.04933,6.75122,43.762,3038.14,0.386187,31.8379,37.4386,PA66,test,R2,2024-05-21T14:00:00+00:00,1,20.2787
000358,FAM-019,2.98307,8.32916,36.1361,1523.24,0.383301,71.3738,46.1552,PP,cae,R1,2024-12-17T14:00:00+00:00,0,13.528
000359,FAM-024,3.36503,4.75172,24.2399,2729.02,0.333086,3.26185,39.1864,POM,cae,R2,2024-12-07T04:00:00+00:00,1,60.5156
000360,FAM-037,2.27307,8.05351,39.0902,2649.63,0.217547,32.2075,21.6758,POM,test,R2,2025-01-03T23:00:00+00:00,0,13.8676
