specimen_id,group_id,thickness_mm,hole_diameter_mm,angle_deg,elastic_modulus_mpa,friction_coef,temperature_c,insertion_speed_mm_s,material_family,data_source,design_revision,measured_at,insertion_force_n,post_retention_force_n
000174,FAM-016,1.94116,7.95897,36.0075,2852.69,0.189007,58.6855,14.3927,PA66,test,R3,2024-06-06T05:00:00+00:00,10.1934,14.128
000175,FAM-034,2.24149,5.95803,34.0645,1328.56,0.300363,-18.3604,7.07292,PP,test,R1,2024-11-09T06:00:00+00:00,15.8488,17.024
000176,FAM-018,1.88545,7.19724,20.5884,2937.58,0.216014,37.587,25.8184,PA66,test,R2,2024-12-29T03:00:00+00:00,14.9967,9.00945
000177,FAM-021,2.66823,7.96909,41.8773,1283.65,0.430665,52.0799,41.6649,PP,test,R1,2024-03-19T15:00:00+00:00,17.6989,15.5291
000178,FAM-014,2.84529,7.76072,22.3211,2953.67,0.151201,52.6189,37.8357,PA66,cae,R2,2024-03-07T12:00:00+00:00,18.5021,17.1178
000179,FAM-020,2.68185,5.19576,43.4798,2646.79,0.192959,-9.0933,23.387,POM,test,R1,2024-08-22T08:00:00+00:00,38.1554,39.7826
000180,FAM-034,2.2431,6.07,34.0001,1291.01,0.223943,-23.2214,31.7616,PP,test,R1,2024-11-13T16:00:00+00:00,19.6912,14.5877
000181,FAM-032,3.53854,6.47918,19.1313,2564.52,0.209687,19.3687,24.6311,PA66,test,R2,2024-02-24T09:00:00+00:00,34.5777,32.8039
000182,FAM-019,3.22623,5.44379,18.1874,2940.47,0.217734,-7.72661,31.0557,PA66,cae,R2,2024-03-18T04:00:00+00:00,42.5,45.8937
000183,FAM-029,1.75094,5.18604,16.5082,2492.33,0.346814,46.9198,28.2877,POM,test,R3,2024-11-09T12:00:00+00:00,16.8803,18.9722
000184,FAM-026,2.04213,7.11597,39.5108,2802.44,0.248254,9.23621,35.6435,POM,cae,R3,2024-06-24T10:00:00+00:00,18.4892,19.7361
000185,FAM-024,3.44077,8.23857,45.5742,1473.38,0.334507,19.4289,27.8469,PP,test,R3,2024-10-30T09:00:00+00:00,28.2186,23.7392
000186,FAM-024,3.31385,7.90509,45.3784,1455.49,0.417077,-17.5167,47.3275,PP,test,R3,2024-10-29T10:00:00+00:00,36.2228,25.7265
000187,FAM-037,1.90424,6.05059,38.9988,2484.88,0.330767,32.4305,24.2613,POM,cae,R1,2024-07-01T21:00:00+00:00,16.0946,22.0569
000188,FAM-021,3.05707,7.54234,42.1829,1458.5,0.35836,-9.59234,5.71623,PP,test,R1,2024-03-07T05:00:00+00:00,21.619,21.3101
000189,FAM-018,1.54341,7.16184,18.0246,3050.96,0.259651,44.6884,15.6368,PA66,test,R2,2024-12-20T06:00:00+00:00,9.0904,7.06025
000190,FAM-002,2.48243,8.55055,24.8212,2387.61,0.197922,-22.1714,27.5273,POM,cae,R2,2024-04-28T13:00:00+00:00,21.0522,19.0547
000191,FAM-003,3.23379,7.92682,35.0477,2702.65,0.246175,77.3484,29.3257,PA66,test,R3,2025-01-01T01:00:00+00:00,24.6347,22.0406
000192,FAM-038,2.45161,7.98965,36.8841,1325.71,0.439285,45.298,29.8573,PP,test,R1,2024-03-31T03:00:00+00:00,15.3525,15.3263
000193,FAM-006,3.67219,8.67259,18.3494,2740.22,0.336543,-10.0097,37.1548,PA66,test,R2,2024-01-16T13:00:00+00:00,41.3678,28.6672
000194,FAM-024,2.91861,7.85385,46.4938,1467.85,0.233253,-28.4496,17.3592,PP,test,R3,2024-10-31T12:00:00+00:00,23.3986,21.2653
000195,FAM-037,1.54719,6.18846,40.8983,2586.61,0.285275,6.79092,34.9207,POM,cae,R1,2024-06-26T15:00:00+00:00,13.493,14.303
000196,FAM-001,2.86985,6.51337,38.0694,2839.61,0.400654,-13.1905,36.6815,PA66,test,R3,2024-07-12T02:00:00+00:00,45.9616,38.6971
000197,FAM-018,1.57315,7.11944,15.6335,2695.93,0.350533,-5.97475,23.5076,PA66,cae,R2,2024-12-28T20:00:00+00:00,13.8709,11.1247
000198,FAM-032,3.39683,6.5081,20.3664,2599.12,0.318196,66.0025,23.0976,PA66,test,R2,2024-02-25T11:00:00+00:00,30.3825,30.8425
000199,FAM-024,3.06014,7.84856,45.036,1334.74,0.415549,36.3525,13.0516,PP,cae,R3,2024-11-03T03:00:00+00:00,19.1091,19.4587
000200,FAM-011,2.09382,5.58926,24.6332,3001.42,0.351732,-10.5897,23.6294,PA66,cae,R3,2024-11-18T07:00:00+00:00,27.3126,28.9057
000201,FAM-022,2.07993,6.85553,38.9514,2857.35,0.342819,31.2325,40.4067,PA66,cae,R1,2024-12-18T05:00:00+00:00,19.4869,16.6926
000202,FAM-034,2.60953,5.69241,34.6154,1365.84,0.20693,-1.86413,45.9038,PP,test,R1,2024-11-15T10:00:00+00:00,26.5738,18.0443
000203,FAM-029,2.07884,5.2917,17.1162,2750.75,0.181917,77.3821,31.7126,POM,test,R3,2024-11-09T11:00:00+00:00,16.6014,18.2287
000204,FAM-025,2.995,7.35532,36.5961,1278.05,0.439543,-26.3967,18.4717,PP,test,R3,2024-06-06T10:00:00+00:00,30.8513,20.4099
000205,FAM-038,2.39687,8.20958,38.1617,1331.09,0.329658,50.555,35.703,PP,test,R1,2024-03-27T11:00:00+00:00,13.7126,12.8174
000206,FAM-003,3.04482,7.71078,37.2193,2648.86,0.274705,55.0297,38.3066,PA66,test,R3,2025-01-04T21:00:00+00:00,27.3515,23.4495
000207,FAM-009,1.47001,7.74439,19.3613,1535.9,0.326706,-22.6121,19.9496,PP,cae,R1,2024-03-07T23:00:00+00:00,5.48815,7.73928
000208,FAM-030,2.84857,6.4878,41.8485,2707.17,0.168544,-11.0944,42.1947,POM,test,R1,2024-01-11T11:00:00+00:00,31.8877,30.768
000209,FAM-030,2.71642,7.08809,45.2639,2661.25,0.396638,12.2737,8.31631,POM,cae,R1,2024-01-24T23:00:00+00:00,26.6978,23.8824
000210,FAM-039,1.94109,7.45203,27.2534,2522.79,0.214994,65.497,5.48392,PA66,test,R3,2024-05-07T19:00:00+00:00,9.46804,12.6392
000211,FAM-025,2.81674,7.59826,33.484,1311.61,0.391364,29.07,10.5337,PP,cae,R3,2024-06-17T19:00:00+00:00,16.8823,14.0424
000212,FAM-013,2.67343,7.87834,29.3936,2875.9,0.310314,42.0838,12.0204,PA66,test,R1,2024-09-25T05:00:00+00:00,18.7884,21.1541
000213,FAM-020,2.78562,5.50025,42.4589,2537.45,0.232972,56.1314,44.5518,POM,test,R1,2024-08-06T10:00:00+00:00,31.2739,31.7709
000214,FAM-035,2.49404,5.00892,20.3884,2820.63,0.159063,61.0935,24.1242,POM,cae,R1,2024-04-06T08:00:00+00:00,19.8455,30.028
000215,FAM-004,2.95736,6.54194,19.8358,2737.66,0.39475,22.3913,17.3719,POM,cae,R3,2024-12-07T02:00:00+00:00,29.3993,33.3171
000216,FAM-001,2.84984,6.91045,34.382,2770.54,0.202938,25.9672,24.3084,PA66,cae,R3,2024-07-20T01:00:00+00:00,27.4838,24.9331
000217,FAM-004,3.02294,6.26855,21.5899,2729.75,0.165542,48.9806,22.7678,POM,cae,R3,2024-12-03T14:00:00+00:00,25.0911,27.906
000218,FAM-025,2.93674,7.0516,35.2968,1533.11,0.376763,-1.03234,18.5658,PP,test,R3,2024-06-10T10:00:00+00:00,29.0761,22.1404
000219,FAM-010,2.4957,5.36233,28.9973,2778.15,0.255013,63.9939,11.2055,PA66,cae,R2,2024-08-30T19:00:00+00:00,19.5651,25.8166
000220,FAM-037,1.75825,6.31193,39.1237,2674.11,0.2668,-27.7134,34.5162,POM,test,R1,2024-06-24T16:00:00+00:00,16.8473,18.2074
000221,FAM-033,1.94519,8.65619,22.9505,3034.45,0.22412,-8.46512,11.1472,PA66,test,R2,2024-04-27T02:00:00+00:00,10.804,13.3551
000222,FAM-018,1.5802,7.4968,14.4119,2659.26,0.407754,58.022,39.8941,PA66,test,R2,2024-12-31T20:00:00+00:00,10.1831,10.2002
000223,FAM-008,3.12693,5.83491,30.1934,2801.01,0.239199,7.4284,14.076,POM,test,R2,2024-08-09T11:00:00+00:00,34.1189,41.0645
000224,FAM-004,2.98668,6.30978,22.2554,2390.72,0.213058,-13.5184,37.9117,POM,test,R3,2024-12-19T13:00:00+00:00,32.5065,27.668
000225,FAM-014,3.12438,7.86251,26.3406,2883.13,0.242775,-9.45698,41.2514,PA66,cae,R2,2024-02-25T23:00:00+00:00,31.8662,23.0375
000226,FAM-038,2.68118,7.316,32.6622,1479.19,0.210945,28.3832,10.6397,PP,test,R1,2024-04-07T15:00:00+00:00,13.0486,16.3628
000227,FAM-006,3.60237,8.21748,19.1134,2864.18,0.245297,63.08,8.90356,PA66,cae,R2,2024-01-22T00:00:00+00:00,22.6512,23.2752
000228,FAM-007,2.98378,6.60468,33.351,1398.75,0.174881,-22.2284,47.7308,PP,test,R1,2024-08-16T04:00:00+00:00,25.2282,20.9785
000229,FAM-008,3.18465,6.09316,29.4739,2661.02,0.197559,-26.6471,25.8371,POM,test,R2,2024-08-05T10:00:00+00:00,37.1291,41.6429
000230,FAM-002,2.66783,7.96028,25.4167,2418.87,0.275116,21.1685,33.3606,POM,test,R2,2024-04-16T00:00:00+00:00,23.8951,16.1251
000231,FAM-008,3.3662,6.08817,26.5366,2452.1,0.41384,75.1806,6.04672,POM,test,R2,2024-07-28T04:00:00+00:00,28.1705,34.5865
000232,FAM-013,2.60353,8.08224,27.5009,2671.14,0.167187,0.691078,17.542,PA66,test,R1,2024-10-07T19:00:00+00:00,18.6197,19.8957
000233,FAM-033,2.01267,8.384,23.8121,2854.76,0.213802,75.5088,27.7429,PA66,test,R2,2024-05-02T03:00:00+00:00,11.7319,12.0988
000234,FAM-010,2.62351,5.44632,28.7429,2767.46,0.422504,67.6449,44.8798,PA66,test,R2,2024-08-19T04:00:00+00:00,32.9306,32.9612
000235,FAM-025,2.89802,7.45027,39.5399,1328.45,0.417004,1.14486,17.2148,PP,test,R3,2024-06-15T12:00:00+00:00,27.6797,15.9216
000236,FAM-037,1.56146,6.16643,36.8634,2799.06,0.353835,59.8643,39.8836,POM,cae,R1,2024-06-22T02:00:00+00:00,14.4899,15.3766
000237,FAM-002,2.30483,8.4192,29.152,2534.44,0.222142,45.4454,34.7996,POM,test,R2,2024-04-17T06:00:00+00:00,17.9876,14.7692
000238,FAM-030,2.92913,6.68598,42.6404,2571.94,0.275943,26.3005,10.1872,POM,cae,R1,2024-01-08T22:00:00+00:00,27.5539,26.5281
000239,FAM-001,3.03255,6.66668,33.5343,2749.43,0.213366,16.5208,18.2019,PA66,cae,R3,2024-07-19T15:00:00+00:00,32.6726,28.9287
000240,FAM-016,1.85689,8.14139,32.1766,2621.89,0.188577,59.7053,15.7039,PA66,test,R3,2024-06-14T23:00:00+00:00,7.40489,12.6384
000241,FAM-019,3.05413,5.175,15.2452,2929.71,0.264,57.2387,24.9137,PA66,test,R2,2024-03-11T08:00:00+00:00,31.8692,39.0857
000242,FAM-012,3.24668,5.12486,36.4711,2573.2,0.322746,53.263,33.59,POM,test,R2,2024-02-15T14:00:00+00:00,43.3564,47.8641
000243,FAM-020,2.6314,5.45801,43.1478,2348.45,0.25798,79.8082,24.5039,POM,test,R1,2024-08-20T05:00:00+00:00,24.4182,27.3729
000244,FAM-023,3.78364,7.26888,18.2317,3059.85,0.333247,22.6364,16.0041,PA66,test,R3,2024-10-09T09:00:00+00:00,38.7437,34.8603
000245,FAM-005,1.73298,8.52119,14.6099,2764.2,0.238876,58.7615,36.3145,POM,cae,R3,2024-07-19T04:00:00+00:00,5.03522,9.49551
000246,FAM-040,2.97264,7.74503,32.0172,2925.19,0.253755,64.8726,31.3012,PA66,test,R1,2024-07-18T19:00:00+00:00,24.2323,24.8268
000247,FAM-033,2.07829,8.01885,27.3301,3006.69,0.387202,-6.72372,28.3691,PA66,test,R2,2024-04-19T04:00:00+00:00,18.7018,18.9516
000248,FAM-022,2.18116,6.93915,32.5857,3027.81,0.413494,-25.3727,29.9489,PA66,test,R1,2024-12-15T04:00:00+00:00,24.1325,23.5607
000249,FAM-011,2.13456,5.79821,16.6867,2708.99,0.24661,14.5223,14.9855,PA66,test,R3,2024-11-12T11:00:00+00:00,16.3285,19.5736
000250,FAM-006,3.05349,8.25309,19.9214,2862.14,0.321455,64.241,35.6194,PA66,test,R2,2024-01-19T10:00:00+00:00,22.1403,21.3335
000251,FAM-004,2.68803,6.15704,22.7227,2656.58,0.233449,1.80136,22.4375,POM,test,R3,2024-12-19T07:00:00+00:00,24.558,26.3197
000252,FAM-033,1.88006,8.54648,22.6887,2669.69,0.166,47.0011,21.3561,PA66,cae,R2,2024-04-15T08:00:00+00:00,8.31848,10.0154
000253,FAM-019,2.81779,5.74572,17.276,2644.29,0.371357,-29.1917,11.738,PA66,test,R2,2024-03-11T07:00:00+00:00,34.892,36.904
000254,FAM-026,1.70997,7.31111,37.7392,2399.23,0.201301,9.09009,31.8577,POM,test,R3,2024-06-27T21:00:00+00:00,11.9046,14.0364
000255,FAM-001,3.24666,6.69644,30.2752,2889.22,0.277714,37.7068,32.1199,PA66,test,R3,2024-07-13T13:00:00+00:00,38.4031,32.053
000256,FAM-033,2.14499,7.99207,20.4563,2957.31,0.296114,-15.7267,20.3135,PA66,test,R2,2024-04-27T22:00:00+00:00,17.8356,15.5579
000257,FAM-032,3.6286,6.78796,20.5094,2946.13,0.205341,68.6268,43.6933,PA66,cae,R2,2024-02-25T23:00:00+00:00,33.2166,28.9425
000258,FAM-021,3.07782,7.91796,45.3572,1348.56,0.178367,-12.8099,43.0456,PP,cae,R1,2024-03-17T15:00:00+00:00,23.1199,15.9522
000259,FAM-022,2.32644,7.0133,35.1198,2634.95,0.254404,70.0773,9.90744,PA66,cae,R1,2024-12-07T19:00:00+00:00,13.9328,17.5573
000260,FAM-019,3.02013,5.38326,18.7421,2774.02,0.435686,-6.19718,36.2767,PA66,test,R2,2024-03-02T02:00:00+00:00,50.8144,46.836
000261,FAM-020,2.84192,5.59288,46.1245,2624.34,0.334541,79.3707,22.7226,POM,test,R1,2024-08-13T22:00:00+00:00,31.015,31.9433
000262,FAM-021,3.12548,7.84572,46.4712,1517.34,0.264423,36.5224,49.9872,PP,cae,R1,2024-03-20T11:00:00+00:00,25.3177,15.6949
000263,FAM-034,2.15442,6.24752,31.2229,1504.95,0.161673,-20.7221,15.1261,PP,test,R1,2024-11-04T17:00:00+00:00,11.3217,12.1529
000264,FAM-001,3.13184,6.57339,34.8957,3032.99,0.330082,-22.8195,17.6236,PA66,test,R3,2024-07-15T05:00:00+00:00,45.7218,40.9482
000265,FAM-024,3.37117,8.0147,47.7194,1498.07,0.177677,-21.7586,24.8948,PP,test,R3,2024-11-06T02:00:00+00:00,26.1256,21.2534
000266,FAM-021,2.93374,7.82307,39.213,1530.08,0.312763,34.8882,17.0922,PP,test,R1,2024-03-07T21:00:00+00:00,20.3292,15.5074
000267,FAM-033,1.98324,8.42509,26.2339,2780.68,0.375585,59.0537,36.1397,PA66,cae,R2,2024-04-16T10:00:00+00:00,14.1468,12.4533
000268,FAM-017,2.43155,6.6122,23.8177,1273.29,0.277076,14.3259,26.6409,PP,test,R1,2024-01-06T03:00:00+00:00,13.5217,11.2976
000269,FAM-016,1.96745,8.20584,34.1134,2566.79,0.239823,18.9319,14.9395,PA66,cae,R3,2024-06-20T15:00:00+00:00,13.0143,18.2901
000270,FAM-008,3.12118,6.26904,28.3711,2542.94,0.164215,34.8216,27.7868,POM,test,R2,2024-07-30T01:00:00+00:00,26.2265,28.9811
000271,FAM-030,2.74722,6.76446,40.162,2474,0.157433,28.6345,44.9954,POM,test,R1,2024-01-10T10:00:00+00:00,23.7105,19.7962
000272,FAM-026,1.89327,7.25823,34.5405,2428.37,0.279008,45.6868,40.6578,POM,test,R3,2024-06-25T16:00:00+00:00,12.0337,19.2071
000273,FAM-006,3.53683,8.16732,18.2543,3053.79,0.415004,21.8964,27.4473,PA66,test,R2,2024-01-29T17:00:00+00:00,38.7008,31.5525
000274,FAM-027,2.52617,7.53248,30.4719,2441.62,0.223219,48.5247,17.9822,POM,test,R3,2024-09-01T10:00:00+00:00,15.0879,11.7131
000275,FAM-040,3.07241,7.95545,33.5598,3057.25,0.322217,79.7042,13.0949,PA66,test,R1,2024-07-16T08:00:00+00:00,23.0906,25.7865
000276,FAM-001,3.23946,6.63114,35.0696,2946.07,0.355292,8.53276,44.5272,PA66,test,R3,2024-07-13T20:00:00+00:00,50.6196,37.7153
000277,FAM-037,1.60965,6.17657,38.8979,2673.29,0.168249,-28.6563,36.9575,POM,cae,R1,2024-06-18T04:00:00+00:00,14.3329,18.2635
000278,FAM-023,3.69393,7.43674,21.0329,2898.57,0.19593,-16.1812,30.7473,PA66,test,R3,2024-10-11T01:00:00+00:00,39.4053,33.1725
000279,FAM-037,1.6802,5.8749,39.235,2512.37,0.249383,30.8866,44.5746,POM,test,R1,2024-06-19T03:00:00+00:00,12.9693,15.9436
000280,FAM-005,1.84509,8.06698,17.32,2676.14,0.351028,7.86836,10.4761,POM,test,R3,2024-07-06T19:00:00+00:00,8.77425,14.2543
000281,FAM-024,3.29644,7.65245,49.2825,1312.27,0.281711,73.3981,35.712,PP,cae,R3,2024-10-26T11:00:00+00:00,22.3068,17.7222
000282,FAM-002,2.31593,8.33725,26.4394,2827.61,0.370259,39.0191,14.7521,POM,test,R2,2024-04-26T00:00:00+00:00,15.5986,18.0005
000283,FAM-008,2.80097,5.92965,27.9402,2496.93,0.410279,27.2391,10.426,POM,test,R2,2024-08-02T04:00:00+00:00,27.6023,35.66
000284,FAM-023,3.41566,7.18403,24.514,2662.9,0.377512,57.7843,25.9524,PA66,test,R3,2024-10-11T00:00:00+00:00,32.1043,27.8448
000285,FAM-009,1.52232,7.86226,21.4764,1459.13,0.447674,-1.55511,22.4327,PP,test,R1,2024-02-29T19:00:00+00:00,6.20609,8.37905
000286,FAM-017,2.75426,6.70735,24.7842,1443.81,0.376308,60.1712,47.3528,PP,test,R1,2024-01-10T11:00:00+00:00,19.3761,15.4872
000287,FAM-027,2.66096,7.28309,27.6745,2574.68,0.405654,-29.6633,19.5791,POM,test,R3,2024-08-26T01:00:00+00:00,31.3308,23.2449
000288,FAM-037,1.64031,6.11451,38.8378,2668.87,0.39971,38.1645,41.6706,POM,cae,R1,2024-06-17T05:00:00+00:00,13.4971,19.9579
000289,FAM-031,3.03482,5.99276,27.0181,2609.32,0.36908,72.8233,38.6972,PA66,test,R2,2024-09-13T14:00:00+00:00,31.5965,29.5716
000290,FAM-001,2.9391,6.84363,34.1083,2897.06,0.390541,56.6646,35.0566,PA66,test,R3,2024-07-19T14:00:00+00:00,34.9863,28.8033
000291,FAM-010,2.3065,5.42062,30.2105,2671.54,0.430405,63.8998,46.418,PA66,test,R2,2024-08-28T19:00:00+00:00,25.9852,26.3689
000292,FAM-027,2.54962,7.2031,30.4727,2481.87,0.292562,13.665,23.3566,POM,test,R3,2024-09-07T00:00:00+00:00,22.76,17.5265
000293,FAM-015,2.38105,8.02941,22.8362,2424.33,0.341486,60.6663,22.5352,POM,test,R3,2024-10-03T01:00:00+00:00,12.8229,11.3874
000294,FAM-012,3.61448,5.10812,32.2048,2512.84,0.304482,30.5915,12.2426,POM,test,R2,2024-02-27T00:00:00+00:00,46.8919,54.0695
000295,FAM-014,3.07319,7.38001,22.5974,2705.5,0.405311,38.0394,17.4093,PA66,test,R2,2024-03-05T09:00:00+00:00,25.5503,26.1267
000296,FAM-007,3.17218,6.68104,34.152,1387.17,0.279408,-23.5193,44.5899,PP,test,R1,2024-08-09T17:00:00+00:00,31.9405,22.2586
000297,FAM-037,1.77446,5.95745,35.1293,2439.02,0.395918,-7.82931,26.3472,POM,test,R1,2024-06-30T15:00:00+00:00,17.0455,20.6862
000298,FAM-019,3.27463,5.84169,18.231,2628.08,0.389806,30.6061,20.3609,PA66,cae,R2,2024-03-16T05:00:00+00:00,40.3735,38.7202
000299,FAM-037,1.69277,6.37919,35.3778,2621.7,0.438566,-23.5319,14.725,POM,test,R1,2024-06-24T15:00:00+00:00,16.6974,20.1985
000300,FAM-009,1.74879,7.78796,18.4326,1296.09,0.224676,51.5591,26.8232,PP,test,R1,2024-03-01T15:00:00+00:00,6.84409,7.72739
000301,FAM-006,3.43392,8.2505,16.1533,2905.78,0.362886,62.4063,37.2499,PA66,cae,R2,2024-01-26T04:00:00+00:00,28.1744,25.3583
000302,FAM-030,2.74069,6.70506,41.1971,2830.85,0.377076,71.2399,17.9011,POM,cae,R1,2024-01-10T17:00:00+00:00,25.2043,22.4008
000303,FAM-032,3.53433,6.76982,23.7159,2759.01,0.430884,-18.8055,39.0972,PA66,test,R2,2024-02-09T10:00:00+00:00,55.0477,44.4514
000304,FAM-019,3.2528,5.48503,19.8641,3024.62,0.422071,73.3692,33.3404,PA66,cae,R2,2024-03-14T01:00:00+00:00,39.6111,42.0652
000305,FAM-038,2.54044,7.69478,36.6161,1287.53,0.322058,-22.5618,40.4403,PP,test,R1,2024-04-12T09:00:00+00:00,21.7856,15.5705
000306,FAM-030,3.09664,6.92126,41.156,2362.34,0.323746,22.1462,16.2909,POM,test,R1,2024-01-17T18:00:00+00:00,33.6693,26.2685
000307,FAM-028,1.80501,6.10344,22.3008,2715.11,0.200187,62.4276,33.3963,POM,cae,R1,2024-10-15T16:00:00+00:00,8.96888,13.5716
000308,FAM-004,2.83849,6.12623,20.6647,2735.73,0.442489,-22.2658,11.9181,POM,cae,R3,2024-12-13T06:00:00+00:00,34.8121,40.4623
000309,FAM-002,2.43371,8.09184,28.3599,2778.39,0.226505,-27.9946,21.3709,POM,test,R2,2024-04-19T18:00:00+00:00,23.5019,21.1545
000310,FAM-018,1.53409,7.06207,15.8143,2551.82,0.367421,-27.2558,37.5962,PA66,test,R2,2025-01-03T09:00:00+00:00,14.8398,12.252
000311,FAM-033,2.15515,8.04793,24.2517,2955.07,0.388739,26.2397,33.4251,PA66,test,R2,2024-04-27T11:00:00+00:00,15.2999,17.579
000312,FAM-035,2.34915,5.37918,16.2399,2535.8,0.282365,59.2756,13.4537,POM,test,R1,2024-04-07T02:00:00+00:00,14.9802,24.4533
000313,FAM-010,2.64378,5.92079,30.4548,2689.87,0.213358,-15.9831,43.6254,PA66,cae,R2,2024-08-31T23:00:00+00:00,33.0493,29.8991
000314,FAM-032,3.48957,6.91918,22.5952,2616.89,0.206688,-16.2929,7.40079,PA66,test,R2,2024-02-22T20:00:00+00:00,28.7035,31.5955
000315,FAM-019,3.12256,5.23397,17.98,3077.77,0.406949,32.5402,31.7847,PA66,test,R2,2024-03-14T04:00:00+00:00,45.6894,49.5777
000316,FAM-030,3.04514,6.89184,45.7111,2373.11,0.303227,-4.22748,49.2719,POM,test,R1,2024-01-14T13:00:00+00:00,40.553,29.0249
000317,FAM-024,2.96065,8.34442,42.3128,1491.56,0.177041,50.3235,28.9177,PP,test,R3,2024-10-31T18:00:00+00:00,15.7284,14.6774
000318,FAM-022,1.90694,6.79302,36.4261,2878.12,0.365106,74.4599,41.0302,PA66,test,R1,2024-12-06T12:00:00+00:00,13.6363,16.37
000319,FAM-003,3.33657,7.82135,39.349,2931.65,0.225051,54.2637,31.7831,PA66,cae,R3,2024-12-24T05:00:00+00:00,29.9171,27.5201
000320,FAM-030,2.87517,6.34529,41.8775,2710.09,0.412918,66.4893,40.239,POM,test,R1,2024-01-14T23:00:00+00:00,35.0209,27.791
000321,FAM-018,1.6652,7.32831,17.4009,3000.72,0.242872,27.1545,34.5017,PA66,test,R2,2024-12-28T06:00:00+00:00,12.6062,11.7401
000322,FAM-034,2.04196,5.72305,32.5908,1311.46,0.210081,61.5551,36.1009,PP,test,R1,2024-11-17T08:00:00+00:00,10.8549,8.9835
000323,FAM-031,2.98604,5.89827,30.3692,2520.46,0.175458,-9.88065,15.2515,PA66,test,R2,2024-09-18T08:00:00+00:00,30.6251,30.5894
000324,FAM-021,3.3167,7.36137,45.0129,1427.59,0.303459,-22.4817,38.3819,PP,test,R1,2024-03-16T21:00:00+00:00,34.3707,22.0525
000325,FAM-013,2.91136,8.25627,28.3802,2718.16,0.285221,42.1548,15.7059,PA66,test,R1,2024-10-03T12:00:00+00:00,22.959,20.5136
000326,FAM-021,3.04163,7.87851,43.8881,1294.66,0.375394,-24.2852,49.1288,PP,test,R1,2024-03-09T17:00:00+00:00,30.5169,19.5956
000327,FAM-021,2.95032,7.51698,40.8539,1312.12,0.289381,68.173,15.2504,PP,test,R1,2024-03-16T21:00:00+00:00,16.5954,11.7944
000328,FAM-006,3.39206,7.99167,19.2333,2705.78,0.253145,46.071,15.6508,PA66,cae,R2,2024-01-23T22:00:00+00:00,23.8625,22.7737
000329,FAM-002,2.05838,7.89951,25.6676,2376.52,0.228496,74.7421,43.6403,POM,test,R2,2024-04-27T20:00:00+00:00,12.9902,12.7082
000330,FAM-005,1.727,8.27576,17.8627,2369.59,0.233444,4.52753,15.9344,POM,test,R3,2024-07-20T21:00:00+00:00,6.15809,8.41404
000331,FAM-031,3.11635,5.74202,33.0946,3032.97,0.428354,23.4774,21.2406,PA66,test,R2,2024-09-08T22:00:00+00:00,46.7148,45.2431
000332,FAM-021,2.77983,7.36341,42.0133,1347.39,0.199524,51.5859,37.1588,PP,test,R1,2024-03-25T23:00:00+00:00,14.5489,11.7866
000333,FAM-012,3.25432,5.12005,31.5045,2850.76,0.446453,-3.29431,12.1437,POM,cae,R2,2024-02-27T15:00:00+00:00,57.1165,64.2532
000334,FAM-026,1.71566,7.12432,35.4106,2841.47,0.248076,29.6034,12.1582,POM,test,R3,2024-06-30T03:00:00+00:00,10.9414,15.738
000335,FAM-024,3.14144,7.84485,46.539,1299.92,0.176517,42.5414,26.8861,PP,test,R3,2024-10-21T02:00:00+00:00,17.0256,16.9261
000336,FAM-020,2.77135,5.34721,44.9631,2711.76,0.224607,77.669,15.9664,POM,test,R1,2024-08-12T19:00:00+00:00,26.8143,32.1224
000337,FAM-003,2.90454,8.01532,39.9184,2856.45,0.167524,51.9174,15.6046,PA66,cae,R3,2024-12-31T07:00:00+00:00,20.265,21.6768
000338,FAM-001,3.14005,6.8692,36.9467,2906.76,0.387009,-17.0056,5.41575,PA66,test,R3,2024-07-20T19:00:00+00:00,38.9333,37.9181
000339,FAM-029,1.92166,5.09727,18.8606,2390.02,0.303766,22.2867,21.6702,POM,test,R3,2024-11-23T22:00:00+00:00,16.2949,19.7661
000340,FAM-027,2.39578,7.36065,30.9163,2438.05,0.251096,34.7648,19.3213,POM,test,R3,2024-09-04T15:00:00+00:00,17.5059,15.8357
000341,FAM-018,1.25553,7.04278,19.4683,2562.92,0.348615,-13.8715,6.40201,PA66,test,R2,2024-12-19T18:00:00+00:00,8.29161,9.47601
000342,FAM-025,2.9073,7.54535,41.4059,1429.16,0.339194,17.5163,32.9555,PP,cae,R3,2024-06-23T06:00:00+00:00,26.4626,16.2568
000343,FAM-040,3.02456,8.16506,34.5369,3072.49,0.431962,1.24064,33.1995,PA66,test,R1,2024-07-19T10:00:00+00:00,38.0961,30.8565
000344,FAM-029,1.39188,5.0293,19.7022,2689.43,0.438378,-16.929,8.18602,POM,test,R3,2024-11-21T23:00:00+00:00,10.4707,19.5428
000345,FAM-015,2.3347,7.90775,23.4311,2709.6,0.354205,26.3246,19.2669,POM,test,R3,2024-10-10T19:00:00+00:00,14.6782,14.4228
000346,FAM-039,1.77682,7.07204,26.7599,3071.37,0.395345,-11.7804,44.2762,PA66,cae,R3,2024-05-10T04:00:00+00:00,20.2027,19.5536
000347,FAM-033,2.27234,8.51558,27.5922,2899.69,0.387728,34.9591,31.1975,PA66,test,R2,2024-04-16T22:00:00+00:00,17.5362,16.3856
